Origem;Origem_Descr;Destino;Destino_Descr;Carga Geral 2015 Otimista;Carga Geral 2015 Médio;Carga Geral 2015 Pessimista;Carga Geral 2020 Otimista;Carga Geral 2020 Médio;Carga Geral 2020 Pessimista;Carga Geral 2025 Otimista;Carga Geral 2025 Médio;Carga Geral 2025 Pessimista;Carga Geral 2030 Otimista;Carga Geral 2030 Médio;Carga Geral 2030 Pessimista;Carga Geral 2035 Otimista;Carga Geral 2035 Médio;Carga Geral 2035 Pessimista
159;ARAXÁ;199;PEÇANHA;119.82;117.50;113.95;138.78;129.69;117.04;158.99;141.57;120.24;180.52;153.24;123.23;203.53;164.60;125.93
159;ARAXÁ;200;PEDRA AZUL;99.29;97.46;94.78;116.19;108.86;99.14;134.13;119.93;103.52;153.09;130.93;107.53;173.21;141.40;111.12
159;ARAXÁ;201;PIRAPORA;1267.47;1252.04;1222.11;1406.71;1343.85;1238.75;1555.77;1433.48;1262.42;1714.45;1526.72;1284.64;1885.34;1613.61;1305.41
159;ARAXÁ;202;PIŒÍ;830.77;815.84;789.57;939.09;880.44;788.40;1054.98;944.71;791.08;1180.15;1006.91;794.99;1314.94;1068.88;799.45
159;ARAXÁ;203;POÇOS DE CALDAS;2830.55;2778.43;2692.74;3238.90;3032.59;2731.45;3674.11;3281.64;2779.42;4137.01;3527.97;2826.23;4631.72;3764.88;2871.77
159;ARAXÁ;204;PONTE NOVA;1206.10;1183.68;1142.02;1394.37;1304.99;1158.63;1594.67;1423.26;1177.16;1807.11;1538.97;1195.10;2034.38;1651.01;1211.52
159;ARAXÁ;205;POUSO ALEGRE;3222.56;3167.58;3072.79;3690.66;3470.78;3135.22;4189.24;3768.09;3205.76;4717.50;4063.05;3271.89;5281.12;4344.96;3334.17
159;ARAXÁ;206;SALINAS;315.63;310.09;301.30;365.47;343.06;312.06;418.41;375.29;323.19;474.70;407.11;333.47;534.57;437.53;342.82
159;ARAXÁ;207;SANTA RITA DO SAPUCAÍ;1079.66;1065.12;1034.94;1206.83;1148.23;1042.28;1342.71;1229.69;1054.20;1486.14;1311.31;1065.97;1639.50;1388.12;1077.56
159;ARAXÁ;208;SÃO JOÃO DEL REI;1025.52;1007.72;976.11;1174.83;1103.70;992.64;1333.88;1197.71;1012.19;1502.17;1290.17;1031.00;1682.24;1378.63;1048.94
159;ARAXÁ;209;SÃO LOURENÇO;953.46;933.75;904.03;1104.33;1026.49;921.95;1265.08;1118.07;942.70;1436.82;1206.60;962.95;1620.94;1293.59;982.51
159;ARAXÁ;210;SÃO SEBASTIÃO DO PARAÍSO;2769.72;2720.32;2631.36;3135.34;2941.03;2629.08;3526.10;3158.81;2639.81;3945.30;3373.97;2653.54;4395.82;3584.10;2668.65
159;ARAXÁ;211;SETE LAGOAS;4409.62;4349.48;4238.90;5014.27;4768.82;4371.51;5657.26;5176.57;4510.88;6332.28;5594.96;4635.07;7056.75;5988.13;4746.52
159;ARAXÁ;212;TEÓFILO OTONI;551.71;542.36;526.83;642.98;605.06;549.88;739.85;665.78;572.68;842.11;725.63;593.70;950.84;782.73;612.74
159;ARAXÁ;213;TRÊS MARIAS;593.80;584.41;567.36;679.46;641.60;581.03;770.77;697.47;595.88;868.06;753.29;609.71;972.60;807.13;622.44
159;ARAXÁ;214;UBÁ;1921.93;1885.27;1822.43;2220.49;2074.65;1854.60;2537.76;2259.64;1891.92;2872.31;2439.91;1927.93;3228.79;2611.73;1962.05
159;ARAXÁ;215;UBERABA;7539.35;7406.49;7149.21;8632.91;8104.37;7194.43;9801.19;8794.08;7266.78;11059.08;9471.64;7341.10;12412.22;10141.06;7414.52
159;ARAXÁ;216;UBERLÂNDIA;18032.53;17833.28;17398.01;19724.66;18922.71;17380.96;21538.16;19992.48;17443.30;23492.98;21071.37;17513.23;25604.02;22112.31;17582.30
159;ARAXÁ;217;UNAÍ;1147.15;1127.38;1094.46;1284.00;1206.52;1091.16;1430.84;1285.60;1094.05;1590.35;1362.41;1098.72;1762.63;1439.15;1104.04
159;ARAXÁ;218;VARGINHA;3324.82;3269.97;3171.75;3758.76;3540.75;3195.71;4221.85;3807.18;3233.11;4714.69;4070.73;3270.61;5243.90;4324.85;3307.25
159;ARAXÁ;219;VIÇOSA;658.32;646.98;627.30;759.37;713.54;644.20;866.76;778.46;661.94;980.14;841.92;678.63;1101.19;902.70;694.27
160;BARBACENA;154;AIMORÉS;193.32;190.35;183.49;232.61;219.75;195.16;274.83;248.47;206.42;320.10;276.71;216.95;368.79;304.27;226.67
160;BARBACENA;155;ALFENAS;466.54;458.46;441.79;554.99;521.08;461.70;650.16;582.34;481.60;752.48;642.64;500.60;863.06;701.93;518.77
160;BARBACENA;156;ALMENARA;93.01;91.93;88.92;112.91;107.90;97.10;134.24;123.52;104.89;157.04;138.91;112.18;181.46;153.88;119.05
160;BARBACENA;157;ANDRELÂNDIA;186.90;183.93;176.54;225.71;212.77;186.38;267.60;241.18;195.87;312.87;269.20;204.90;361.94;296.92;213.42
160;BARBACENA;158;ARAÇUAÍ;53.83;53.12;51.38;64.92;61.70;55.45;76.84;70.15;59.35;89.59;78.48;62.96;103.36;86.60;66.39
160;BARBACENA;159;ARAXÁ;636.87;626.67;606.66;749.34;706.33;635.31;870.22;784.37;664.47;1000.04;861.73;692.13;1139.94;937.05;718.48
160;BARBACENA;160;BARBACENA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
160;BARBACENA;161;BELO HORIZONTE;27786.02;27409.76;26664.48;32397.35;30795.74;28091.20;37369.05;34128.72;29519.82;42655.14;37512.70;30844.60;48341.94;40749.01;32079.88
160;BARBACENA;162;BOCAIÚVA;92.43;91.39;88.76;107.45;102.88;93.43;123.64;114.09;98.27;140.94;125.58;102.79;159.47;136.46;107.03
160;BARBACENA;163;BOM DESPACHO;503.67;495.28;475.83;606.82;570.73;501.04;718.54;644.87;525.52;839.28;718.38;548.57;970.59;791.25;570.31
160;BARBACENA;164;CAMPO BELO;261.06;256.30;246.83;312.35;292.35;258.61;367.59;327.72;270.28;427.06;362.58;281.45;491.44;396.95;292.12
160;BARBACENA;165;CAPELINHA;102.79;101.28;98.02;123.21;116.54;104.95;145.12;131.51;111.75;168.52;146.30;118.12;193.63;160.63;124.10
160;BARBACENA;166;CARATINGA;287.89;283.36;273.23;344.68;325.23;289.01;405.80;366.18;304.40;471.34;406.61;318.79;541.84;446.03;332.22
160;BARBACENA;167;CATAGUASES;709.10;693.38;669.93;855.92;791.37;708.02;1014.30;888.42;746.21;1185.13;983.40;782.53;1369.70;1077.18;817.06
160;BARBACENA;168;CONCEIÇÃO DO MATO DENTRO;77.21;76.23;73.89;92.64;88.13;79.79;109.17;99.82;85.54;126.84;111.37;90.92;145.78;122.52;96.02
160;BARBACENA;169;CONSELHEIRO LAFAIETE;1142.31;1129.18;1097.83;1329.66;1272.04;1159.84;1531.33;1412.07;1222.80;1744.04;1553.88;1281.69;1971.89;1687.41;1337.49
160;BARBACENA;170;CURVELO;178.86;175.81;169.91;215.91;202.85;181.89;255.72;229.26;193.50;298.50;255.39;204.41;344.64;281.01;214.73
160;BARBACENA;171;DIAMANTINA;59.81;58.87;56.94;71.98;67.93;61.07;85.06;76.82;65.06;99.06;85.60;68.78;114.11;94.13;72.29
160;BARBACENA;172;DIVINÓPOLIS;1589.77;1561.61;1510.62;1878.24;1761.17;1580.57;2189.59;1957.61;1652.77;2523.31;2154.45;1721.43;2883.71;2344.94;1787.03
160;BARBACENA;173;FORMIGA;351.29;345.43;334.32;420.79;395.98;356.54;495.47;445.34;378.55;575.07;494.22;399.49;660.46;541.32;419.59
160;BARBACENA;174;FRUTAL;574.74;565.39;543.23;688.39;648.15;568.86;811.31;729.61;593.92;944.69;810.10;617.66;1089.77;890.33;640.15
160;BARBACENA;175;GOVERNADOR VALADARES;594.59;585.68;565.25;717.57;678.57;605.20;850.12;769.63;643.74;992.25;860.01;679.63;1145.28;947.95;713.06
160;BARBACENA;176;GRÃO MOGOL;22.14;21.80;21.12;26.85;25.31;22.84;31.94;28.82;24.53;37.36;32.25;26.12;43.26;35.64;27.62
160;BARBACENA;177;GUANHÃES;95.73;94.28;91.00;116.04;109.69;97.96;137.97;124.91;104.60;161.61;139.93;110.81;187.17;154.75;116.63
160;BARBACENA;178;IPATINGA;1878.15;1854.17;1807.50;2162.84;2060.81;1895.26;2468.76;2262.75;1988.57;2789.35;2469.42;2076.02;3128.66;2657.63;2159.23
160;BARBACENA;179;ITABIRA;1042.75;1028.01;998.06;1241.32;1177.11;1069.35;1454.70;1322.96;1139.28;1681.01;1469.30;1204.23;1923.28;1608.54;1265.20
160;BARBACENA;180;ITAGUARA;319.43;315.98;308.82;372.57;357.27;330.60;429.58;397.58;351.85;489.51;438.88;371.00;553.60;477.45;388.63
160;BARBACENA;181;ITAJUBÁ;481.89;475.37;461.23;560.59;532.70;482.20;645.45;589.00;503.80;735.47;645.92;524.03;832.12;699.94;543.13
160;BARBACENA;182;ITUIUTABA;401.54;394.94;379.45;482.82;454.35;398.64;570.81;512.79;417.10;666.19;570.77;434.44;770.01;628.48;450.74
160;BARBACENA;183;JANAÚBA;173.28;170.58;164.78;207.85;196.27;175.54;244.98;221.37;185.99;284.92;246.13;195.77;327.90;270.42;204.90
160;BARBACENA;184;JANUÁRIA;125.87;124.25;120.05;151.70;144.45;129.44;179.49;164.26;138.39;209.37;183.87;146.78;241.64;203.16;154.54
160;BARBACENA;185;JUIZ DE FORA;4519.00;4477.85;4390.38;5006.07;4831.66;4525.32;5515.25;5167.00;4667.64;6033.92;5496.70;4801.37;6579.61;5793.00;4927.60
160;BARBACENA;186;LAVRAS;462.70;455.66;440.29;549.32;519.10;464.16;642.56;581.24;487.81;742.22;643.06;510.17;849.52;702.93;531.38
160;BARBACENA;187;MANHUAÇU;494.78;486.40;470.14;583.23;548.11;490.78;677.59;608.15;511.54;777.94;666.48;531.35;884.80;722.55;550.02
160;BARBACENA;188;MANTENA;42.63;41.95;40.56;51.36;48.37;43.46;60.72;54.64;46.23;70.71;60.85;48.84;81.43;66.89;51.29
160;BARBACENA;189;MONTES CLAROS;1397.63;1391.96;1374.94;1470.63;1445.75;1389.20;1544.25;1493.55;1410.47;1618.13;1543.23;1430.88;1694.08;1583.54;1449.74
160;BARBACENA;190;MURIAÉ;513.08;504.13;485.98;614.48;576.56;512.06;723.47;647.44;537.71;840.05;717.11;561.99;965.61;785.16;584.91
160;BARBACENA;191;NANUQUE;179.34;176.56;170.31;218.46;206.11;183.78;260.64;234.99;196.62;305.91;263.40;208.56;354.86;291.31;219.56
160;BARBACENA;192;OLIVEIRA;349.54;344.12;332.41;413.65;390.62;348.78;482.78;436.35;365.12;556.90;481.72;380.61;637.06;526.06;395.27
160;BARBACENA;193;OURO PRETO;737.78;727.60;707.19;870.22;826.47;752.87;1012.77;923.49;798.25;1163.70;1021.45;840.24;1325.55;1114.48;879.69
160;BARBACENA;194;PARÁ DE MINAS;602.58;591.93;570.79;719.65;674.67;599.12;846.40;756.13;627.28;983.24;837.18;653.88;1131.84;916.99;678.96
160;BARBACENA;195;PARACATU;430.51;424.20;410.53;509.30;482.14;433.25;593.90;538.75;455.76;684.82;595.13;476.80;782.96;650.20;496.57
160;BARBACENA;196;PASSOS;542.22;533.41;513.85;648.38;610.64;540.78;762.88;686.31;567.41;886.24;761.39;592.64;1019.68;835.05;616.75
160;BARBACENA;197;PATOS DE MINAS;495.39;487.68;470.30;591.37;558.23;496.16;694.83;627.34;521.41;806.22;695.83;545.16;926.77;763.26;567.59
160;BARBACENA;198;PATROCÍNIO;415.93;408.98;394.67;494.81;465.44;414.40;579.66;520.85;433.88;671.14;575.32;452.36;770.02;629.10;469.89
160;BARBACENA;199;PEÇANHA;50.01;49.36;47.60;60.37;57.36;51.09;71.48;65.23;54.45;83.46;72.97;57.56;96.42;80.62;60.47
160;BARBACENA;200;PEDRA AZUL;36.55;36.07;34.91;44.36;42.22;37.90;52.73;48.22;40.79;61.68;54.14;43.46;71.31;59.93;45.96
160;BARBACENA;201;PIRAPORA;300.01;295.76;287.91;345.70;328.07;300.16;394.81;359.62;313.37;447.13;391.99;325.74;503.32;422.52;337.50
160;BARBACENA;202;PIŒÍ;182.46;179.65;173.21;217.11;205.05;182.08;254.33;229.91;190.78;294.41;254.37;199.05;337.73;278.54;206.88
160;BARBACENA;203;POÇOS DE CALDAS;766.10;752.89;727.16;912.88;857.12;765.77;1071.04;959.19;804.44;1240.74;1060.59;841.13;1423.70;1159.25;876.29
160;BARBACENA;204;PONTE NOVA;735.26;722.93;694.41;886.71;833.61;731.88;1050.35;942.16;768.16;1226.60;1049.21;802.48;1417.43;1154.58;834.71
160;BARBACENA;205;POUSO ALEGRE;1017.23;999.81;965.81;1212.31;1138.72;1017.11;1422.89;1275.19;1068.17;1648.76;1411.17;1116.20;1892.42;1543.29;1161.79
160;BARBACENA;206;SALINAS;105.25;103.69;100.28;126.72;119.91;107.80;149.79;135.77;115.11;174.46;151.47;121.94;200.94;166.71;128.32
160;BARBACENA;207;SANTA RITA DO SAPUCAÍ;345.06;339.95;328.84;403.45;381.86;342.32;466.27;422.93;356.21;533.20;463.88;369.35;605.16;503.28;381.88
160;BARBACENA;208;SÃO JOÃO DEL REI;802.05;788.40;759.31;961.60;903.72;799.76;1133.98;1017.36;839.82;1319.43;1129.56;877.87;1520.01;1239.81;914.15
160;BARBACENA;209;SÃO LOURENÇO;436.33;428.58;413.07;525.94;493.19;437.70;622.62;556.73;461.95;726.85;619.18;485.02;839.64;680.85;507.06
160;BARBACENA;210;SÃO SEBASTIÃO DO PARAÍSO;519.46;510.69;492.77;614.98;578.14;514.51;717.94;644.30;536.51;828.73;710.09;557.48;948.45;774.43;577.50
160;BARBACENA;211;SETE LAGOAS;1365.61;1343.89;1304.64;1609.66;1518.14;1376.58;1872.48;1688.70;1448.43;2152.37;1862.24;1514.36;2454.07;2027.96;1575.52
160;BARBACENA;212;TEÓFILO OTONI;217.01;214.00;206.96;262.88;249.51;224.30;312.14;284.11;240.98;364.76;318.33;256.61;421.23;351.52;271.30
160;BARBACENA;213;TRÊS MARIAS;149.52;147.36;142.58;178.41;169.12;151.97;209.54;190.43;161.15;242.91;211.67;169.70;279.02;232.40;177.72
160;BARBACENA;214;UBÁ;1360.07;1334.86;1284.16;1638.55;1532.43;1352.13;1939.10;1726.64;1419.54;2261.54;1917.77;1483.67;2609.34;2104.30;1544.81
160;BARBACENA;215;UBERABA;1013.93;997.36;961.99;1212.31;1141.42;1014.82;1426.50;1282.86;1066.97;1657.69;1423.61;1116.04;1908.10;1561.92;1162.51
160;BARBACENA;216;UBERLÂNDIA;2777.41;2747.94;2676.73;3154.82;3026.73;2774.29;3558.88;3296.96;2875.86;3991.95;3567.85;2971.53;4458.57;3828.49;3062.12
160;BARBACENA;217;UNAÍ;246.83;243.07;234.99;290.92;274.97;246.15;338.14;306.14;257.19;388.90;336.75;267.62;443.66;366.86;277.46
160;BARBACENA;218;VARGINHA;1171.30;1151.49;1111.05;1384.43;1301.34;1157.55;1613.81;1448.08;1204.67;1859.69;1593.42;1249.36;2125.11;1735.11;1291.91
160;BARBACENA;219;VIÇOSA;433.59;426.75;411.64;521.66;492.11;438.09;616.33;556.07;463.84;717.65;618.97;488.20;826.68;680.27;511.25
161;BELO HORIZONTE;154;AIMORÉS;4731.77;4676.60;4579.53;5434.66;5198.78;4853.98;6172.04;5700.35;5126.95;6943.21;6194.36;5383.86;7747.58;6651.99;5621.67
161;BELO HORIZONTE;155;ALFENAS;12116.82;11940.49;11708.97;13772.32;13050.55;12231.85;15512.92;14112.16;12770.41;17347.95;15171.65;13281.30;19300.69;16167.34;13768.45
161;BELO HORIZONTE;156;ALMENARA;2380.39;2353.02;2301.69;2785.63;2664.54;2483.14;3211.28;2961.96;2663.71;3657.53;3259.82;2834.04;4123.91;3533.75;2995.81
161;BELO HORIZONTE;157;ANDRELÂNDIA;2629.71;2597.90;2537.91;3028.66;2892.50;2680.18;3446.11;3174.01;2820.21;3881.48;3451.25;2952.55;4343.38;3711.99;3078.09
161;BELO HORIZONTE;158;ARAÇUAÍ;1650.90;1630.28;1596.52;1920.89;1831.84;1711.52;2204.17;2023.23;1826.26;2502.23;2217.00;1934.08;2817.64;2397.13;2035.79
161;BELO HORIZONTE;159;ARAXÁ;24314.84;24076.18;23639.90;27272.70;26249.55;24706.23;30391.59;28342.69;25862.12;33695.20;30474.25;26959.86;37211.37;32463.12;28011.51
161;BELO HORIZONTE;160;BARBACENA;17165.09;16948.52;16589.58;19611.04;18702.89;17451.05;22141.82;20351.76;18304.78;24757.48;21981.32;19114.14;27518.25;23485.42;19886.22
161;BELO HORIZONTE;161;BELO HORIZONTE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
161;BELO HORIZONTE;162;BOCAIÚVA;5020.34;4981.92;4866.55;5633.21;5457.83;5058.30;6278.58;5907.62;5282.47;6952.31;6384.92;5496.28;7669.58;6811.59;5701.61
161;BELO HORIZONTE;163;BOM DESPACHO;15388.74;15191.06;14826.99;17643.39;16814.37;15531.37;19997.52;18354.70;16230.86;22479.64;19884.26;16892.29;25125.33;21341.09;17516.89
161;BELO HORIZONTE;164;CAMPO BELO;6753.76;6634.91;6500.84;7710.54;7234.01;6766.50;8712.80;7802.10;7042.00;9766.97;8362.86;7306.17;10889.89;8889.56;7559.67
161;BELO HORIZONTE;165;CAPELINHA;3877.92;3832.93;3756.55;4456.49;4262.34;3995.20;5061.06;4669.18;4239.59;5692.54;5078.27;4471.61;6357.05;5453.26;4693.06
161;BELO HORIZONTE;166;CARATINGA;8603.60;8504.10;8331.93;9830.23;9406.69;8798.25;11110.10;10264.81;9262.02;12445.53;11117.20;9699.29;13849.03;11905.89;10109.70
161;BELO HORIZONTE;167;CATAGUASES;17943.63;17618.91;17354.31;20304.09;19026.44;18126.87;22691.39;20320.79;18878.25;25160.98;21581.42;19588.00;27761.77;22747.79;20262.82
161;BELO HORIZONTE;168;CONCEIÇÃO DO MATO DENTRO;3563.75;3528.30;3455.35;4088.55;3930.46;3676.92;4637.26;4311.15;3904.99;5206.25;4690.86;4123.30;5803.95;5037.19;4333.53
161;BELO HORIZONTE;169;CONSELHEIRO LAFAIETE;50619.72;50253.62;49211.88;56670.91;54989.89;51393.31;63015.34;59452.66;53803.64;69438.36;64088.35;56103.98;76230.06;68129.08;58323.18
161;BELO HORIZONTE;170;CURVELO;6592.17;6460.74;6332.03;7641.53;7115.04;6667.77;8742.16;7734.16;7010.20;9902.57;8347.49;7336.41;11137.86;8922.79;7648.19
161;BELO HORIZONTE;171;DIAMANTINA;2210.60;2170.63;2124.67;2568.98;2406.20;2247.05;2942.61;2625.77;2369.69;3334.26;2846.75;2486.03;3749.95;3049.95;2596.49
161;BELO HORIZONTE;172;DIVINÓPOLIS;79844.23;78688.96;76998.23;89869.17;85184.18;79422.39;100246.92;91213.15;82122.66;111011.72;97358.64;84729.57;122424.91;102887.04;87256.71
161;BELO HORIZONTE;173;FORMIGA;12944.86;12749.08;12477.02;14909.99;14096.70;13172.46;16938.52;15337.63;13881.10;19036.77;16568.45;14565.65;21242.69;17678.71;15232.70
161;BELO HORIZONTE;174;FRUTAL;13105.07;12950.98;12660.54;14965.13;14310.77;13260.66;16934.75;15632.48;13874.86;19053.80;16955.64;14450.97;21322.77;18241.46;14994.14
161;BELO HORIZONTE;175;GOVERNADOR VALADARES;19818.59;19586.35;19151.40;22969.99;21960.70;20429.91;26253.32;24200.81;21693.36;29671.63;26459.59;22881.12;33262.33;28529.02;23999.54
161;BELO HORIZONTE;176;GRÃO MOGOL;779.22;769.69;758.36;893.86;854.03;812.78;1014.41;936.22;867.88;1142.74;1018.23;919.59;1278.85;1096.73;968.57
161;BELO HORIZONTE;177;GUANHÃES;3277.65;3236.23;3176.35;3779.38;3604.62;3390.61;4299.90;3954.22;3595.69;4849.88;4302.72;3787.04;5434.59;4635.28;3966.05
161;BELO HORIZONTE;178;IPATINGA;121858.15;120950.78;118525.88;135770.53;131665.92;123375.56;150265.05;141686.45;128913.47;164921.29;152165.67;134222.64;180140.79;161040.34;139370.59
161;BELO HORIZONTE;179;ITABIRA;61766.30;61118.24;59889.34;71236.09;68368.34;64056.04;81105.88;75186.03;68255.33;91293.29;82126.93;72216.23;102043.30;88405.46;75994.56
161;BELO HORIZONTE;180;ITAGUARA;21252.08;21128.18;20796.67;24463.46;23828.63;22595.09;27867.17;26425.91;24401.28;31390.25;29136.36;26076.39;35152.40;31609.52;27653.53
161;BELO HORIZONTE;181;ITAJUBÁ;20671.03;20485.13;20081.09;23153.71;22340.38;20929.33;25767.82;24101.76;21854.01;28443.55;25932.96;22728.16;31267.20;27544.67;23563.52
161;BELO HORIZONTE;182;ITUIUTABA;9228.25;9115.60;8893.88;10638.90;10156.70;9362.79;12124.21;11155.49;9832.49;13708.81;12154.70;10273.44;15401.42;13115.34;10689.61
161;BELO HORIZONTE;183;JANAÚBA;5148.62;5082.65;4982.28;5911.76;5633.13;5278.42;6712.31;6158.38;5578.01;7559.47;6685.68;5860.62;8457.25;7180.99;6127.02
161;BELO HORIZONTE;184;JANUÁRIA;3422.61;3383.20;3313.58;3966.50;3795.12;3545.17;4540.07;4190.96;3776.01;5149.91;4590.06;3992.35;5800.19;4969.53;4195.62
161;BELO HORIZONTE;185;JUIZ DE FORA;126004.11;125041.04;123640.46;136762.33;132630.29;127994.51;147706.24;139437.93;132792.25;158083.35;146500.77;137362.35;168931.16;151958.16;141754.38
161;BELO HORIZONTE;186;LAVRAS;14110.89;13954.35;13667.78;16073.64;15398.86;14395.62;18128.87;16763.80;15148.20;20252.42;18150.28;15861.97;22502.76;19406.82;16545.25
161;BELO HORIZONTE;187;MANHUAÇU;14971.08;14805.60;14555.93;16859.16;16163.29;15280.29;18834.27;17467.27;16027.80;20887.46;18743.59;16738.29;23026.72;19910.61;17412.77
161;BELO HORIZONTE;188;MANTENA;1238.48;1210.55;1187.29;1436.49;1325.61;1245.02;1644.48;1434.08;1304.56;1862.22;1542.94;1360.81;2090.62;1641.29;1413.58
161;BELO HORIZONTE;189;MONTES CLAROS;74979.70;74778.67;74213.02;77939.97;76953.05;75249.89;80841.95;78710.34;76943.71;83657.11;80799.39;78616.79;86539.95;82165.62;80243.67
161;BELO HORIZONTE;190;MURIAÉ;11713.66;11506.71;11270.07;13453.80;12618.29;11797.64;15271.66;13664.03;12336.14;17152.63;14697.16;12850.27;19141.61;15640.26;13340.84
161;BELO HORIZONTE;191;NANUQUE;3868.94;3817.96;3724.78;4554.94;4333.34;4005.80;5274.92;4822.88;4279.29;6031.45;5308.75;4536.41;6830.99;5764.56;4774.32
161;BELO HORIZONTE;192;OLIVEIRA;12037.77;11914.41;11676.78;13552.55;13025.70;12192.73;15135.25;14080.58;12732.83;16782.23;15151.20;13244.50;18533.36;16135.61;13731.90
161;BELO HORIZONTE;193;OURO PRETO;40801.51;40407.12;39620.46;46529.72;44787.17;42014.56;52557.06;48958.60;44510.26;58750.72;53247.64;46864.49;65320.09;57105.93;49111.22
161;BELO HORIZONTE;194;PARÁ DE MINAS;29104.03;28759.13;28194.52;32800.16;31373.53;29385.52;36682.65;33893.67;30649.38;40760.07;36415.85;31850.79;45097.14;38789.00;32994.37
161;BELO HORIZONTE;195;PARACATU;15610.63;15449.34;15128.85;17711.47;17012.05;15875.51;19929.70;18511.09;16670.91;22287.95;20052.13;17420.92;24816.13;21499.59;18132.99
161;BELO HORIZONTE;196;PASSOS;15978.63;15779.19;15431.47;18280.56;17435.91;16220.06;20677.93;18992.36;17019.98;23194.54;20554.43;17781.01;25862.17;22006.59;18510.50
161;BELO HORIZONTE;197;PATOS DE MINAS;15527.98;15340.51;15015.54;17749.54;16953.36;15802.05;20082.02;18490.02;16604.26;22551.13;20035.29;17362.86;25185.61;21495.55;18083.64
161;BELO HORIZONTE;198;PATROCÍNIO;12866.81;12719.58;12492.28;14555.81;13937.58;13120.99;16334.37;15118.88;13767.22;18232.39;16293.64;14377.47;20257.11;17423.37;14957.14
161;BELO HORIZONTE;199;PEÇANHA;1395.66;1378.92;1350.54;1611.45;1539.39;1437.44;1839.57;1694.45;1522.92;2081.37;1849.35;1602.87;2339.00;1997.17;1677.38
161;BELO HORIZONTE;200;PEDRA AZUL;1063.81;1049.31;1027.22;1249.98;1187.58;1108.83;1444.59;1318.20;1188.70;1649.30;1451.50;1263.56;1864.47;1574.27;1333.82
161;BELO HORIZONTE;201;PIRAPORA;17355.69;17165.68;16817.68;19358.14;18557.71;17360.73;21472.59;19873.72;18032.12;23685.68;21278.83;18676.58;26046.66;22523.19;19299.80
161;BELO HORIZONTE;202;PIŒÍ;4901.31;4847.19;4759.08;5549.28;5320.79;5001.49;6233.02;5780.76;5244.90;6961.92;6237.87;5473.58;7741.91;6679.54;5689.44
161;BELO HORIZONTE;203;POÇOS DE CALDAS;25054.48;24670.95;24162.07;28604.68;27031.63;25268.78;32315.74;29246.91;26427.40;36192.72;31493.28;27532.59;40284.16;33532.11;28596.28
161;BELO HORIZONTE;204;PONTE NOVA;17498.29;17293.30;16876.48;20138.44;19259.09;17798.42;22897.06;21126.72;18715.64;25772.33;22954.80;19590.59;28808.45;24669.31;20421.53
161;BELO HORIZONTE;205;POUSO ALEGRE;34411.27;33959.30;33307.75;39289.07;37398.20;35103.07;44391.53;40649.21;36929.89;49697.37;43960.44;38648.32;55296.45;46969.54;40282.32
161;BELO HORIZONTE;206;SALINAS;3454.83;3410.60;3342.78;4002.66;3813.39;3575.49;4572.72;4193.08;3807.68;5171.48;4575.73;4026.56;5800.76;4928.45;4234.00
161;BELO HORIZONTE;207;SANTA RITA DO SAPUCAÍ;12423.02;12295.83;12048.66;13941.80;13397.62;12533.71;15537.43;14442.39;13056.98;17185.62;15517.62;13552.51;18926.38;16478.06;14026.32
161;BELO HORIZONTE;208;SÃO JOÃO DEL REI;15146.14;14958.78;14634.92;17184.84;16402.58;15280.81;19307.54;17767.11;15954.97;21500.56;19126.05;16600.12;23817.46;20367.75;17221.25
161;BELO HORIZONTE;209;SÃO LOURENÇO;9825.07;9683.68;9503.67;11210.06;10631.07;10002.09;12636.29;11519.41;10486.47;14129.76;12392.55;10943.69;15715.78;13218.37;11378.49
161;BELO HORIZONTE;210;SÃO SEBASTIÃO DO PARAÍSO;17153.90;16906.85;16555.37;19436.01;18423.38;17195.91;21833.38;19859.19;17889.12;24360.62;21326.74;18549.38;27046.53;22676.80;19181.98
161;BELO HORIZONTE;211;SETE LAGOAS;99154.91;97895.62;95927.28;114102.92;108744.56;101733.49;129906.26;119096.63;107773.57;146395.76;129845.68;113433.75;164047.27;139692.67;118790.86
161;BELO HORIZONTE;212;TEÓFILO OTONI;6657.68;6573.05;6423.77;7785.89;7417.57;6900.97;8959.58;8208.52;7375.79;10181.31;8995.43;7827.96;11466.18;9717.93;8259.71
161;BELO HORIZONTE;213;TRÊS MARIAS;5894.50;5830.35;5702.86;6748.03;6469.17;6019.61;7646.78;7076.92;6349.65;8593.41;7699.84;6661.24;9605.43;8279.18;6957.27
161;BELO HORIZONTE;214;UBÁ;29497.01;29061.18;28420.44;33729.76;31942.58;29767.31;38051.81;34593.41;31108.64;42479.47;37173.08;32398.27;47109.91;39499.97;33644.02
161;BELO HORIZONTE;215;UBERABA;32675.33;32303.46;31624.95;37431.00;35830.28;33425.83;42403.62;39178.39;35266.67;47676.66;42578.18;37001.34;53281.05;45771.49;38651.50
161;BELO HORIZONTE;216;UBERLÂNDIA;106707.93;106034.38;104634.84;115754.99;112745.57;107998.86;125097.50;118897.64;111957.84;134865.37;125384.60;115749.57;145173.69;131052.80;119396.82
