Origem;Origem_Descr;Destino;Destino_Descr;Carga Geral 2015 Otimista;Carga Geral 2015 Médio;Carga Geral 2015 Pessimista;Carga Geral 2020 Otimista;Carga Geral 2020 Médio;Carga Geral 2020 Pessimista;Carga Geral 2025 Otimista;Carga Geral 2025 Médio;Carga Geral 2025 Pessimista;Carga Geral 2030 Otimista;Carga Geral 2030 Médio;Carga Geral 2030 Pessimista;Carga Geral 2035 Otimista;Carga Geral 2035 Médio;Carga Geral 2035 Pessimista
154;AIMORÉS;154;AIMORÉS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
154;AIMORÉS;155;ALFENAS;184.82;181.79;175.48;213.88;201.52;177.74;245.52;221.29;180.13;280.02;240.93;182.56;317.69;260.77;184.80
154;AIMORÉS;156;ALMENARA;70.05;69.13;67.03;82.65;78.77;70.79;96.42;88.44;74.30;111.41;98.16;77.48;127.76;107.86;80.35
154;AIMORÉS;157;ANDRELÂNDIA;49.05;48.28;46.43;57.81;54.53;47.68;67.35;60.83;48.82;77.77;67.10;49.90;89.15;73.43;50.90
154;AIMORÉS;158;ARAÇUAÍ;40.64;40.06;38.79;47.60;45.25;40.45;55.28;50.48;42.01;63.59;55.70;43.42;72.66;60.97;44.67
154;AIMORÉS;159;ARAXÁ;285.83;280.93;272.15;329.69;309.86;276.80;377.41;338.83;281.62;429.49;367.57;286.45;486.33;396.56;291.04
154;AIMORÉS;160;BARBACENA;236.99;232.79;223.99;280.41;263.09;229.97;327.70;293.43;235.66;379.20;323.77;241.04;435.41;354.32;245.84
154;AIMORÉS;161;BELO HORIZONTE;8785.47;8683.45;8455.34;10140.69;9704.01;8799.67;11622.00;10731.26;9115.92;13231.48;11767.65;9402.76;14985.81;12803.54;9652.27
154;AIMORÉS;162;BOCAIÚVA;36.76;36.24;35.07;43.51;41.39;36.94;50.90;46.56;38.71;58.89;51.73;40.29;67.68;56.92;41.74
154;AIMORÉS;163;BOM DESPACHO;227.25;223.45;214.77;267.95;252.13;219.48;312.41;280.97;223.88;360.94;309.94;228.02;414.21;339.30;231.57
154;AIMORÉS;164;CAMPO BELO;93.43;91.87;88.59;108.94;102.57;90.23;125.85;113.28;91.87;144.27;123.98;93.43;164.39;134.73;94.86
154;AIMORÉS;165;CAPELINHA;76.67;75.49;73.10;89.96;85.00;75.92;104.46;94.55;78.62;120.22;104.08;81.16;137.35;113.63;83.38
154;AIMORÉS;166;CARATINGA;291.58;286.97;277.09;338.35;319.49;281.95;389.27;352.08;286.66;444.74;384.60;291.13;505.23;417.41;294.62
154;AIMORÉS;167;CATAGUASES;277.36;271.00;261.80;332.58;306.95;272.62;392.55;343.13;283.30;457.99;378.70;293.35;529.15;414.71;302.65
154;AIMORÉS;168;CONCEIÇÃO DO MATO DENTRO;37.55;37.05;35.86;44.59;42.32;37.90;52.25;47.56;39.81;60.56;52.83;41.55;69.55;58.13;43.13
154;AIMORÉS;169;CONSELHEIRO LAFAIETE;176.29;174.00;168.52;210.34;200.31;179.51;247.39;226.58;189.81;287.39;252.90;199.26;330.67;278.87;207.96
154;AIMORÉS;170;CURVELO;86.35;84.98;82.21;102.28;96.61;86.12;119.68;108.28;89.77;138.70;119.95;93.14;159.49;131.72;96.19
154;AIMORÉS;171;DIAMANTINA;33.04;32.58;31.54;39.02;37.07;33.12;45.52;41.57;34.58;52.60;46.10;35.91;60.37;50.63;37.09
154;AIMORÉS;172;DIVINÓPOLIS;465.36;456.78;440.77;555.51;519.97;459.98;653.71;583.27;478.25;760.68;646.44;495.22;877.31;709.89;510.84
154;AIMORÉS;173;FORMIGA;110.87;109.17;105.54;131.18;124.02;110.27;153.30;138.82;114.76;177.22;153.63;118.93;203.24;168.31;122.81
154;AIMORÉS;174;FRUTAL;324.50;319.24;307.32;376.66;355.05;309.90;433.61;391.06;312.58;495.99;427.09;315.32;564.50;463.86;317.81
154;AIMORÉS;175;GOVERNADOR VALADARES;628.15;618.20;595.75;743.92;702.33;616.96;870.29;786.85;636.66;1007.99;871.66;654.71;1158.53;957.28;669.72
154;AIMORÉS;176;GRÃO MOGOL;16.20;15.87;15.43;19.29;18.03;16.24;22.66;20.19;17.09;26.35;22.30;17.84;30.40;24.46;18.52
154;AIMORÉS;177;GUANHÃES;70.56;69.40;67.08;83.63;78.79;69.90;97.91;88.20;72.58;113.49;97.64;75.01;130.58;107.20;77.19
154;AIMORÉS;178;IPATINGA;757.92;744.71;721.35;909.16;853.76;765.91;1073.51;962.72;808.49;1250.48;1071.14;847.94;1441.14;1177.20;884.33
154;AIMORÉS;179;ITABIRA;402.04;396.06;382.79;479.69;454.06;403.68;564.31;512.17;423.22;655.95;570.36;441.19;755.47;628.13;457.47
154;AIMORÉS;180;ITAGUARA;53.20;52.46;50.82;62.82;59.60;53.33;73.31;66.72;55.78;84.64;73.91;58.06;96.90;80.97;60.20
154;AIMORÉS;181;ITAJUBÁ;115.13;113.28;109.29;136.42;128.61;113.63;159.55;143.93;117.87;184.64;159.24;121.78;212.03;174.54;125.53
154;AIMORÉS;182;ITUIUTABA;227.71;224.01;215.35;266.27;250.94;218.09;308.43;278.11;220.73;354.59;305.39;223.20;405.26;333.22;225.36
154;AIMORÉS;183;JANAÚBA;125.35;123.37;119.41;145.89;137.77;122.83;168.31;152.22;126.09;192.80;166.67;129.17;219.50;181.25;131.76
154;AIMORÉS;184;JANUÁRIA;80.49;79.37;76.90;94.07;89.42;79.99;108.90;99.49;82.86;125.12;109.61;85.48;142.85;119.84;87.82
154;AIMORÉS;185;JUIZ DE FORA;979.87;972.13;954.41;1079.16;1046.08;975.26;1185.11;1118.43;995.28;1297.68;1189.01;1013.93;1417.84;1257.23;1030.19
154;AIMORÉS;186;LAVRAS;122.90;120.99;116.75;144.20;136.31;120.24;167.44;151.60;123.62;192.69;166.88;126.82;220.17;182.19;129.75
154;AIMORÉS;187;MANHUAÇU;483.51;475.70;461.37;547.10;515.78;461.62;615.87;555.78;462.87;690.47;594.96;464.61;771.17;634.00;465.57
154;AIMORÉS;188;MANTENA;64.98;64.09;62.20;75.45;71.69;64.29;86.85;79.35;66.33;99.26;86.97;68.20;112.82;94.67;69.67
154;AIMORÉS;189;MONTES CLAROS;677.90;675.85;668.44;717.59;707.97;676.18;759.10;738.61;683.43;802.57;768.34;690.03;848.48;796.57;694.21
154;AIMORÉS;190;MURIAÉ;262.61;258.48;249.57;305.68;288.68;254.95;352.49;318.89;260.14;403.43;348.98;265.07;458.94;379.22;269.28
154;AIMORÉS;191;NANUQUE;186.59;183.62;177.33;221.12;208.60;184.76;258.83;233.65;191.59;299.97;258.85;197.76;345.06;284.36;202.58
154;AIMORÉS;192;OLIVEIRA;101.03;99.35;95.92;118.27;111.35;98.48;137.00;123.37;100.95;157.45;135.36;103.29;179.76;147.44;105.43
154;AIMORÉS;193;OURO PRETO;165.09;162.62;157.31;197.59;187.00;166.98;233.04;211.40;176.02;271.44;235.85;184.39;313.10;260.10;192.03
154;AIMORÉS;194;PARÁ DE MINAS;234.19;229.68;221.04;278.02;259.65;227.21;325.87;289.74;233.13;378.12;319.79;238.65;435.27;350.19;243.61
154;AIMORÉS;195;PARACATU;219.25;215.87;209.20;253.19;239.27;214.00;290.19;262.80;218.71;330.65;286.25;223.12;374.90;310.00;227.15
154;AIMORÉS;196;PASSOS;227.64;224.01;215.68;266.56;251.40;220.02;308.94;278.83;224.22;355.21;306.33;228.25;405.82;334.05;231.96
154;AIMORÉS;197;PATOS DE MINAS;256.07;252.13;243.38;297.56;281.24;248.10;342.82;310.44;252.67;392.20;339.72;256.97;446.27;369.33;260.81
154;AIMORÉS;198;PATROCÍNIO;225.94;222.12;214.85;260.68;245.21;217.68;298.54;268.39;220.69;339.91;291.40;223.68;385.16;314.70;226.42
154;AIMORÉS;199;PEÇANHA;43.76;43.13;41.72;51.02;48.43;42.99;58.96;53.74;44.17;67.62;59.04;45.29;77.11;64.42;46.23
154;AIMORÉS;200;PEDRA AZUL;26.19;25.83;25.04;31.00;29.49;26.35;36.28;33.18;27.60;42.03;36.84;28.74;48.26;40.62;29.72
154;AIMORÉS;201;PIRAPORA;104.35;102.75;99.70;122.50;115.79;104.35;142.27;128.79;108.80;163.70;141.77;112.93;187.07;154.73;116.71
154;AIMORÉS;202;PIŒÍ;81.18;79.89;77.27;93.30;88.15;78.29;106.55;96.44;79.35;121.03;104.66;80.41;136.87;113.01;81.36
154;AIMORÉS;203;POÇOS DE CALDAS;269.95;265.38;255.84;318.83;299.93;264.09;372.08;334.49;272.06;430.14;368.98;279.60;493.58;403.70;286.68
154;AIMORÉS;204;PONTE NOVA;373.86;367.65;353.55;438.90;413.32;359.95;509.82;459.05;366.01;587.01;504.88;371.68;671.40;551.06;376.33
154;AIMORÉS;205;POUSO ALEGRE;334.05;328.05;315.80;396.54;371.78;325.74;464.61;415.58;335.38;538.83;459.23;344.56;619.90;503.28;353.07
154;AIMORÉS;206;SALINAS;75.86;74.70;72.33;89.05;84.21;75.34;103.44;93.74;78.19;119.10;103.29;80.80;136.17;112.87;83.09
154;AIMORÉS;207;SANTA RITA DO SAPUCAÍ;106.30;104.62;100.95;123.44;116.58;102.88;142.13;128.52;104.83;162.44;140.40;106.74;184.53;152.32;108.57
154;AIMORÉS;208;SÃO JOÃO DEL REI;157.35;154.63;149.10;186.34;175.10;154.30;217.90;195.60;159.18;252.23;215.99;163.79;289.65;236.53;168.02
154;AIMORÉS;209;SÃO LOURENÇO;147.71;145.01;139.93;174.77;163.72;144.66;204.24;182.46;149.25;236.41;201.04;153.63;271.52;219.90;157.68
154;AIMORÉS;210;SÃO SEBASTIÃO DO PARAÍSO;211.55;208.12;200.71;246.17;232.07;204.22;283.88;256.07;207.73;325.02;280.04;211.13;370.04;304.25;214.33
154;AIMORÉS;211;SETE LAGOAS;412.80;406.09;391.35;490.07;461.95;406.42;574.45;517.81;420.56;666.17;573.97;433.63;766.29;630.18;445.44
154;AIMORÉS;212;TEÓFILO OTONI;191.18;188.52;182.33;226.23;214.89;191.36;264.46;241.35;199.71;306.02;267.83;207.31;351.31;294.41;213.92
154;AIMORÉS;213;TRÊS MARIAS;67.89;66.87;64.67;79.97;75.69;67.30;93.14;84.54;69.80;107.55;93.39;72.06;123.29;102.36;74.10
154;AIMORÉS;214;UBÁ;466.04;457.55;440.13;553.37;518.25;453.00;648.33;579.16;465.40;751.52;639.69;477.05;863.72;700.29;487.50
154;AIMORÉS;215;UBERABA;478.86;470.72;453.65;561.69;528.20;463.68;652.11;585.95;473.48;750.84;643.70;482.78;858.97;702.20;491.32
154;AIMORÉS;216;UBERLÂNDIA;1217.48;1203.22;1168.64;1383.53;1323.56;1190.40;1563.81;1443.59;1211.02;1759.78;1563.37;1230.30;1973.53;1683.76;1247.30
154;AIMORÉS;217;UNAÍ;160.17;157.70;153.01;181.62;171.68;154.01;204.95;185.67;155.17;230.49;199.55;156.48;258.48;213.63;157.62
154;AIMORÉS;218;VARGINHA;374.53;368.13;355.21;435.58;409.45;361.01;501.99;450.78;366.99;574.34;491.79;372.86;653.34;533.20;378.37
154;AIMORÉS;219;VIÇOSA;175.83;173.13;167.23;206.05;194.79;172.53;238.96;216.45;177.51;274.70;238.07;182.19;313.64;259.73;186.36
155;ALFENAS;154;AIMORÉS;139.22;137.04;132.12;165.39;156.12;138.72;193.40;174.63;145.22;223.20;192.61;151.47;254.99;209.97;157.14
155;ALFENAS;155;ALFENAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
155;ALFENAS;156;ALMENARA;73.56;72.58;70.21;88.86;84.52;76.09;105.18;96.07;81.78;122.50;107.28;87.10;140.90;118.08;92.14
155;ALFENAS;157;ANDRELÂNDIA;117.37;115.50;110.87;139.84;131.91;115.48;163.91;147.88;120.11;189.68;163.37;124.60;217.41;178.57;128.90
155;ALFENAS;158;ARAÇUAÍ;42.36;41.70;40.33;50.86;48.05;43.19;59.93;54.20;45.94;69.57;60.18;48.57;79.91;66.02;51.02
155;ALFENAS;159;ARAXÁ;763.11;749.03;725.00;893.07;835.63;751.52;1032.37;920.48;779.29;1181.99;1002.71;806.72;1342.94;1083.54;833.74
155;ALFENAS;160;BARBACENA;453.07;444.45;427.75;542.84;506.95;448.37;639.05;567.97;468.83;741.70;627.21;488.51;851.78;684.92;507.45
155;ALFENAS;161;BELO HORIZONTE;17534.16;17178.73;16729.75;20819.47;19382.28;17777.69;24331.11;21537.47;18795.49;28048.57;23661.92;19753.56;32015.74;25703.58;20659.95
155;ALFENAS;162;BOCAIÚVA;62.94;61.64;59.89;75.63;70.21;64.09;89.11;78.56;68.24;103.40;86.83;72.12;118.64;94.78;75.82
155;ALFENAS;163;BOM DESPACHO;511.71;502.97;482.51;609.56;572.66;500.60;714.62;640.69;518.58;827.44;707.14;536.03;949.26;772.73;552.68
155;ALFENAS;164;CAMPO BELO;348.80;342.77;329.75;410.85;385.70;340.16;477.49;427.79;350.93;549.01;468.68;361.71;626.20;509.03;372.24
155;ALFENAS;165;CAPELINHA;82.73;81.28;78.75;99.37;93.20;84.29;117.14;104.81;89.71;136.00;116.06;94.84;156.10;126.90;99.72
155;ALFENAS;166;CARATINGA;192.86;189.56;182.87;229.06;215.31;191.76;267.76;240.29;200.48;308.94;264.53;208.83;352.97;287.97;216.72
155;ALFENAS;167;CATAGUASES;354.17;346.22;334.70;426.21;393.71;353.45;503.32;440.38;372.16;585.85;485.40;390.04;674.27;529.47;407.15
155;ALFENAS;168;CONCEIÇÃO DO MATO DENTRO;58.25;57.21;55.55;70.71;66.33;60.37;84.06;75.20;65.10;98.12;83.81;69.53;113.14;92.10;73.78
155;ALFENAS;169;CONSELHEIRO LAFAIETE;472.71;461.60;449.91;570.75;526.58;485.07;674.96;589.85;519.46;784.25;652.05;551.91;900.09;710.92;583.06
155;ALFENAS;170;CURVELO;146.09;143.64;138.78;175.79;165.32;148.23;207.62;186.40;157.41;241.56;206.88;166.13;278.00;226.88;174.44
155;ALFENAS;171;DIAMANTINA;45.89;45.11;43.63;55.26;51.96;46.81;65.31;58.64;49.84;75.96;65.12;52.71;87.37;71.42;55.45
155;ALFENAS;172;DIVINÓPOLIS;1286.64;1258.19;1217.30;1545.95;1430.82;1287.26;1823.29;1599.90;1356.91;2119.00;1765.08;1423.55;2436.07;1926.04;1487.68
155;ALFENAS;173;FORMIGA;446.65;438.13;424.39;538.39;502.86;454.66;636.48;565.81;484.46;740.66;626.98;513.18;851.87;686.02;541.09
155;ALFENAS;174;FRUTAL;716.49;705.05;676.24;840.03;792.06;690.39;973.04;877.26;705.67;1116.72;960.33;721.22;1272.39;1043.02;736.65
155;ALFENAS;175;GOVERNADOR VALADARES;423.10;415.56;400.88;510.76;478.82;427.11;604.50;540.26;452.38;704.17;600.13;476.14;810.67;657.95;498.44
155;ALFENAS;176;GRÃO MOGOL;17.98;17.69;17.13;21.64;20.41;18.38;25.50;23.01;19.58;29.70;25.54;20.75;34.18;28.08;21.83
155;ALFENAS;177;GUANHÃES;68.16;67.08;64.69;81.95;77.23;68.86;96.75;87.16;72.91;112.58;96.86;76.73;129.65;106.35;80.33
155;ALFENAS;178;IPATINGA;1093.40;1064.25;1039.55;1324.52;1209.55;1122.77;1569.73;1351.14;1204.86;1825.82;1490.13;1282.32;2094.85;1619.17;1356.81
155;ALFENAS;179;ITABIRA;666.61;652.03;633.61;810.73;750.59;685.73;964.59;846.34;736.03;1127.13;939.81;783.27;1300.05;1028.82;828.28
155;ALFENAS;180;ITAGUARA;176.27;171.74;167.63;212.42;194.21;179.51;251.11;216.01;190.95;292.00;237.51;201.50;335.59;257.88;211.34
155;ALFENAS;181;ITAJUBÁ;471.75;461.35;445.82;562.78;521.12;466.33;660.07;579.64;487.00;763.59;636.99;506.87;874.36;692.69;526.16
155;ALFENAS;182;ITUIUTABA;464.63;456.97;438.18;549.90;517.52;451.15;641.58;576.71;464.26;740.31;634.54;477.11;847.11;691.86;489.55
155;ALFENAS;183;JANAÚBA;149.69;147.26;142.29;177.72;167.50;149.89;207.73;187.15;157.41;239.79;206.23;164.60;274.16;224.86;171.35
155;ALFENAS;184;JANUÁRIA;108.01;106.51;102.90;128.79;122.27;109.44;151.04;137.62;115.82;174.83;152.57;121.84;200.44;167.21;127.51
155;ALFENAS;185;JUIZ DE FORA;1997.23;1966.16;1930.88;2239.05;2117.74;1997.44;2488.38;2260.11;2064.61;2741.59;2395.63;2128.49;3004.12;2517.24;2189.86
155;ALFENAS;186;LAVRAS;477.90;468.91;452.50;568.88;531.79;474.10;666.21;593.07;495.70;770.00;652.84;516.59;881.25;710.84;536.94
155;ALFENAS;187;MANHUAÇU;338.08;332.10;321.72;394.79;370.06;334.01;455.20;406.92;346.66;519.25;442.27;359.14;587.18;475.89;371.06
155;ALFENAS;188;MANTENA;29.90;29.45;28.45;35.72;33.68;30.28;41.97;37.90;32.06;48.64;41.97;33.75;55.70;45.89;35.30
155;ALFENAS;189;MONTES CLAROS;1038.52;1025.77;1013.87;1119.05;1071.93;1032.91;1198.09;1113.13;1053.61;1276.29;1151.92;1073.53;1355.75;1185.75;1091.85
155;ALFENAS;190;MURIAÉ;294.68;289.40;279.27;350.64;328.65;293.16;410.47;366.74;306.93;474.04;403.64;320.22;541.97;439.32;332.95
155;ALFENAS;191;NANUQUE;137.06;134.84;129.98;165.61;156.02;138.91;196.16;176.49;147.46;228.70;196.33;155.54;263.55;215.62;162.96
155;ALFENAS;192;OLIVEIRA;287.70;282.30;272.50;340.49;318.35;283.92;397.02;353.64;295.45;457.45;388.00;306.68;522.45;421.64;317.54
155;ALFENAS;193;OURO PRETO;352.58;344.12;334.86;428.25;394.17;361.26;509.07;442.95;386.86;594.42;490.80;410.89;685.28;536.42;433.71
155;ALFENAS;194;PARÁ DE MINAS;472.59;463.07;446.03;565.39;526.35;466.33;664.97;588.28;486.52;771.79;648.77;505.96;886.94;708.24;524.56
155;ALFENAS;195;PARACATU;403.74;396.73;383.93;475.49;446.34;401.25;552.27;494.72;418.68;634.57;541.80;435.43;723.14;587.97;451.59
155;ALFENAS;196;PASSOS;935.39;919.07;883.49;1107.30;1039.31;914.19;1291.87;1156.82;945.69;1490.03;1271.48;976.82;1703.63;1384.32;1007.37
155;ALFENAS;197;PATOS DE MINAS;534.41;525.46;506.50;631.26;594.03;527.24;735.18;660.88;548.05;846.61;726.00;568.22;966.66;790.00;587.69
155;ALFENAS;198;PATROCÍNIO;489.36;481.14;464.30;572.18;538.17;479.00;661.06;593.99;494.47;756.82;648.13;509.72;860.11;701.62;524.75
155;ALFENAS;199;PEÇANHA;36.05;35.57;34.29;42.92;40.76;36.24;50.34;45.83;38.13;58.25;50.80;39.95;66.74;55.61;41.66
155;ALFENAS;200;PEDRA AZUL;28.10;27.70;26.75;33.95;32.11;28.80;40.14;36.40;30.71;46.77;40.58;32.58;53.83;44.65;34.29
155;ALFENAS;201;PIRAPORA;211.53;206.61;201.25;252.09;232.57;213.73;295.20;257.90;226.21;340.88;282.78;238.07;389.66;306.74;249.43
155;ALFENAS;202;PIŒÍ;281.41;277.19;267.10;326.26;308.45;273.10;374.40;339.14;279.66;426.28;368.86;286.41;482.37;398.34;293.14
155;ALFENAS;203;POÇOS DE CALDAS;1419.29;1392.86;1340.92;1689.40;1579.84;1397.51;1979.20;1762.63;1455.03;2289.97;1940.72;1511.35;2624.48;2115.66;1566.61
155;ALFENAS;204;PONTE NOVA;433.36;425.72;409.48;518.44;486.25;429.39;609.54;545.06;448.99;706.67;602.21;467.87;810.79;657.76;485.88
155;ALFENAS;205;POUSO ALEGRE;1518.60;1488.26;1431.34;1813.36;1688.53;1488.07;2129.93;1884.96;1545.60;2469.75;2076.52;1601.46;2835.89;2264.99;1655.89
155;ALFENAS;206;SALINAS;88.09;86.64;83.79;105.64;99.41;89.61;124.37;111.83;95.19;144.31;123.89;100.51;165.57;135.48;105.52
155;ALFENAS;207;SANTA RITA DO SAPUCAÍ;460.44;451.76;435.50;539.58;504.32;447.23;624.20;555.78;459.90;714.64;605.85;472.56;811.75;654.83;485.19
155;ALFENAS;208;SÃO JOÃO DEL REI;384.33;377.16;363.73;460.13;430.39;383.14;541.20;482.26;402.37;627.61;532.75;420.94;720.21;581.76;438.82
155;ALFENAS;209;SÃO LOURENÇO;488.53;479.85;462.08;581.51;545.19;482.82;681.35;609.33;503.78;788.67;671.45;524.15;904.36;732.90;543.98
155;ALFENAS;210;SÃO SEBASTIÃO DO PARAÍSO;812.66;798.25;768.14;954.18;894.77;789.17;1106.11;989.26;811.56;1269.36;1081.42;833.99;1445.44;1172.25;856.25
155;ALFENAS;211;SETE LAGOAS;870.12;848.67;822.38;1049.67;963.34;870.43;1241.86;1074.88;917.20;1446.33;1184.57;961.04;1665.73;1290.44;1002.40
155;ALFENAS;212;TEÓFILO OTONI;175.60;172.67;167.21;213.11;200.58;181.25;253.14;227.62;194.77;295.57;253.87;207.56;340.74;279.10;219.69
155;ALFENAS;213;TRÊS MARIAS;127.05;124.83;120.70;152.18;142.77;128.17;179.07;160.19;135.48;207.77;177.28;142.42;238.61;193.94;149.00
155;ALFENAS;214;UBÁ;698.19;685.17;660.13;837.77;783.59;696.05;986.64;879.24;731.63;1144.34;971.86;765.75;1312.24;1060.65;798.66
155;ALFENAS;215;UBERABA;1238.73;1216.13;1171.28;1471.52;1377.43;1219.46;1721.57;1535.23;1268.15;1990.23;1689.15;1315.50;2279.96;1840.63;1361.46
155;ALFENAS;216;UBERLÂNDIA;2945.95;2901.82;2819.75;3379.12;3199.75;2912.51;3836.82;3487.04;3006.90;4322.13;3766.19;3098.28;4840.98;4037.35;3186.58
155;ALFENAS;217;UNAÍ;245.63;241.87;234.00;283.59;267.99;240.44;324.35;293.54;247.29;368.21;318.25;254.16;415.52;342.63;260.81
155;ALFENAS;218;VARGINHA;2008.63;1971.85;1898.34;2349.28;2198.89;1941.32;2714.88;2421.47;1988.34;3107.80;2637.69;2036.04;3531.53;2851.07;2083.47
155;ALFENAS;219;VIÇOSA;237.55;233.40;225.59;285.00;267.60;240.21;335.71;300.74;254.52;389.56;332.89;268.20;447.00;363.87;281.37
156;ALMENARA;154;AIMORÉS;59.48;58.73;56.61;67.26;64.06;56.17;75.69;69.46;55.86;84.79;74.76;55.68;94.74;80.14;55.20
156;ALMENARA;155;ALFENAS;71.60;70.63;67.99;80.37;76.42;66.58;89.82;82.19;65.50;100.07;87.86;64.60;111.27;93.64;63.82
156;ALMENARA;156;ALMENARA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
156;ALMENARA;157;ANDRELÂNDIA;15.84;15.60;14.95;18.15;17.28;14.79;20.68;18.96;14.68;23.49;20.62;14.58;26.44;22.28;14.52
156;ALMENARA;158;ARAÇUAÍ;27.16;26.83;25.96;30.65;29.36;25.96;34.39;31.88;25.98;38.52;34.37;26.04;42.99;36.86;26.02
156;ALMENARA;159;ARAXÁ;123.98;122.13;118.12;138.55;131.20;116.31;154.30;140.24;115.01;171.49;149.06;114.17;190.14;157.91;113.55
156;ALMENARA;160;BARBACENA;74.80;73.64;70.52;86.80;82.03;70.44;99.72;90.42;70.50;113.78;98.72;70.65;129.06;107.13;70.75
156;ALMENARA;161;BELO HORIZONTE;2947.74;2926.59;2853.75;3289.05;3194.78;2908.51;3657.01;3460.49;2961.96;4052.86;3723.10;3013.84;4479.29;3983.10;3057.17
156;ALMENARA;162;BOCAIÚVA;16.03;15.84;15.26;18.46;17.67;15.53;21.08;19.48;15.76;23.90;21.26;16.01;26.98;23.05;16.20
156;ALMENARA;163;BOM DESPACHO;86.04;84.81;81.07;99.20;94.18;80.20;113.43;103.54;79.49;128.96;112.89;78.95;145.86;122.40;78.37
156;ALMENARA;164;CAMPO BELO;34.51;34.02;32.71;39.12;37.17;32.23;44.11;40.31;31.88;49.59;43.36;31.61;55.49;46.50;31.38
156;ALMENARA;165;CAPELINHA;35.53;35.03;33.87;40.52;38.50;34.10;45.91;41.97;34.41;51.75;45.35;34.74;58.10;48.80;34.99
156;ALMENARA;166;CARATINGA;63.30;62.47;60.18;71.64;68.26;59.62;80.64;73.99;59.33;90.42;79.68;59.06;101.07;85.43;58.64
156;ALMENARA;167;CATAGUASES;76.46;74.74;71.98;90.56;83.79;73.68;105.83;92.87;75.51;122.46;101.76;77.31;140.49;110.75;79.08
156;ALMENARA;168;CONCEIÇÃO DO MATO DENTRO;10.86;10.72;10.34;12.54;11.92;10.55;14.39;13.10;10.82;16.36;14.31;11.05;18.48;15.47;11.23
156;ALMENARA;169;CONSELHEIRO LAFAIETE;45.62;45.02;43.51;53.35;50.96;45.17;61.66;56.76;46.79;70.52;62.47;48.43;80.03;68.07;49.92
156;ALMENARA;170;CURVELO;28.06;27.66;26.66;32.40;30.76;27.04;37.03;33.87;27.41;42.14;36.88;27.79;47.64;39.95;28.12
156;ALMENARA;171;DIAMANTINA;11.13;11.01;10.61;12.71;12.23;10.80;14.43;13.42;10.99;16.32;14.62;11.13;18.32;15.80;11.23
156;ALMENARA;172;DIVINÓPOLIS;154.36;151.66;145.78;181.42;170.37;148.56;210.74;189.02;151.51;242.45;207.44;154.55;276.86;225.92;157.39
156;ALMENARA;173;FORMIGA;38.21;37.65;36.28;44.17;41.89;36.76;50.57;46.10;37.32;57.44;50.19;37.94;64.85;54.24;38.54
156;ALMENARA;174;FRUTAL;146.05;144.12;138.10;164.72;156.87;134.32;185.01;169.73;131.14;207.17;182.43;128.48;231.38;195.48;126.05
156;ALMENARA;175;GOVERNADOR VALADARES;151.31;149.27;143.27;175.60;166.98;144.43;201.87;184.74;145.70;230.41;202.45;147.01;261.43;220.29;147.71
156;ALMENARA;176;GRÃO MOGOL;9.84;9.66;9.37;11.44;10.67;9.59;13.19;11.71;9.88;15.12;12.73;10.15;17.22;13.73;10.38
156;ALMENARA;177;GUANHÃES;21.68;21.35;20.56;25.02;23.72;20.73;28.70;26.04;20.95;32.62;28.39;21.16;37.01;30.73;21.35
156;ALMENARA;178;IPATINGA;178.36;175.19;169.27;212.34;199.01;177.37;248.81;222.56;185.53;287.78;245.52;193.50;329.38;267.85;201.02
156;ALMENARA;179;ITABIRA;109.15;107.63;103.67;128.03;121.65;106.78;148.32;135.52;109.88;170.16;149.19;112.93;193.65;162.75;115.73
156;ALMENARA;180;ITAGUARA;16.32;16.11;15.53;18.77;17.86;15.78;21.43;19.60;16.05;24.26;21.31;16.34;27.29;23.01;16.61
156;ALMENARA;181;ITAJUBÁ;38.07;37.50;36.05;43.94;41.64;36.22;50.30;45.77;36.47;57.21;49.84;36.78;64.67;53.91;37.13
156;ALMENARA;182;ITUIUTABA;103.21;101.84;97.33;117.66;112.16;95.19;133.32;122.44;93.39;150.39;132.72;91.85;168.98;143.23;90.40
156;ALMENARA;183;JANAÚBA;84.00;82.90;80.03;94.51;90.00;79.39;105.93;97.15;78.91;118.33;104.17;78.66;131.87;111.31;78.21
156;ALMENARA;184;JANUÁRIA;43.17;42.65;41.22;48.47;46.35;40.91;54.14;50.05;40.74;60.35;53.70;40.64;67.10;57.38;40.45
156;ALMENARA;185;JUIZ DE FORA;316.11;313.97;307.86;344.33;335.13;310.88;374.42;355.88;314.07;406.59;375.94;317.25;440.85;395.56;319.93
156;ALMENARA;186;LAVRAS;41.95;41.41;39.81;47.93;45.60;39.64;54.35;49.78;39.54;61.26;53.91;39.58;68.78;58.04;39.62
156;ALMENARA;187;MANHUAÇU;115.23;113.68;110.21;126.95;120.76;107.86;139.55;127.78;106.06;153.28;134.55;104.64;167.98;141.28;103.19
